133547,140878,13671,0.04,-0.964,-0.04,-0.061,0.244,-0.061,156.395
133547,140922,43087,0.04,-0.964,-0.04,-0.061,0.244,-0.061,156.399
133547,140888,13678,0.037,-0.961,-0.04,0,0.244,-0.122,156.405
133537,140922,43087,0.037,-0.961,-0.04,0,0.244,-0.122,156.409
133537,140895,13686,0.037,-0.964,-0.041,0.122,0.305,0,156.415
133552,140922,43087,0.037,-0.964,-0.041,0.122,0.305,0,156.418
133552,140913,13667,0.039,-0.965,-0.04,0.244,0.366,0.061,156.425
133557,140922,43087,0.039,-0.965,-0.04,0.244,0.366,0.061,156.428
133557,140875,13667,0.035,-0.962,-0.041,0.366,0.488,0.061,156.435
133563,140922,43087,0.035,-0.962,-0.041,0.366,0.488,0.061,156.438
133563,140903,13682,0.036,-0.965,-0.041,0.427,0.488,0.183,156.444
133574,140922,43087,0.036,-0.965,-0.041,0.427,0.488,0.183,156.448
133574,140897,13661,0.035,-0.96,-0.037,0.366,0.549,0.244,156.454
133567,140922,43087,0.035,-0.96,-0.037,0.366,0.549,0.244,156.458
133567,140921,13675,0.039,-0.961,-0.036,0.244,0.61,0.427,156.464
133577,140922,43087,0.037,-0.962,-0.039,0.244,0.61,0.427,156.468
133577,140925,13673,0.037,-0.961,-0.038,-0.183,0.671,0.488,156.474
133582,140922,43087,0.034,-0.964,-0.039,-0.183,0.671,0.488,156.478
133582,140924,13673,0.036,-0.965,-0.041,-0.366,0.671,0.305,156.484
133594,140922,43087,0.034,-0.962,-0.042,-0.366,0.671,0.305,156.488
133594,140899,13672,0.035,-0.96,-0.044,-0.488,0.61,0,156.494
133593,140922,43087,0.038,-0.961,-0.043,-0.488,0.61,0,156.498
133593,140920,13685,0.036,-0.961,-0.045,-0.427,0.61,-0.122,156.504
133582,140922,43087,0.036,-0.961,-0.044,-0.427,0.61,-0.122,156.508
133582,140929,13676,0.036,-0.961,-0.042,-0.183,0.671,-0.305,156.514
133589,140922,43087,0.038,-0.96,-0.041,-0.183,0.671,-0.305,156.517
