1.382288024414230604e+05,1.338699820926693462e+01,0.000000000000000000e+00,4.443657476553926244e+01,1.382288030734600616e+05,1.146274177209561529e+01,1.558022626256200310e+05,7.525455218983870154e+00,0.000000000000000000e+00,2.511866941806511022e+01,1.558022628028211184e+05,6.432314885748200872e+00,1.268745852898001613e+04,5.812915129334347286e-01,0.000000000000000000e+00,1.941431209173970274e+00,1.268745854196340042e+04,4.967536372865197225e-01
1.382404257273053227e+05,1.390029352658757666e+01,0.000000000000000000e+00,4.613285772583913058e+01,1.382404264086823969e+05,1.190626541618257761e+01,1.558085135504317004e+05,7.087233995749883775e+00,0.000000000000000000e+00,2.364611966957454570e+01,1.558085137075898820e+05,6.058473846664855778e+00,1.268794020055150395e+04,5.455678924754262527e-01,0.000000000000000000e+00,1.815561927935050335e+00,1.268794021198768314e+04,4.666726827897036967e-01
1.382523618627930409e+05,1.412127085928817216e+01,0.000000000000000000e+00,4.686997105824411847e+01,1.382523625659456884e+05,1.209667959785947389e+01,1.558143943143223296e+05,6.666202286456563542e+00,0.000000000000000000e+00,2.222632021026220173e+01,1.558143944533572649e+05,5.699373816545266536e+00,1.268838823058138951e+04,5.058461179447444334e-01,0.000000000000000000e+00,1.676556571346736746e+00,1.268838824041255430e+04,4.330876874214027450e-01
1.382643604918452329e+05,1.404316475041255430e+01,0.000000000000000000e+00,4.662122716699377634e+01,1.382643611871806206e+05,1.202849912369056185e+01,1.558199112161481753e+05,6.244254238208402086e+00,0.000000000000000000e+00,2.080212229973403737e+01,1.558199113381349598e+05,5.339191869798378676e+00,1.268879620490389971e+04,4.549970770743210768e-01,0.000000000000000000e+00,1.501044491194988950e+00,1.268879621285764370e+04,3.900002635834425857e-01
1.382761743231716973e+05,1.368185847620564921e+01,0.000000000000000000e+00,4.543765641158097424e+01,1.382761749831314664e+05,1.171578078082529828e+01,1.558250557355284400e+05,5.803243539376227389e+00,0.000000000000000000e+00,1.931688831810606644e+01,1.558250558408892248e+05,4.962547095329500557e+00,1.268915256340896303e+04,3.881487732879041475e-01,0.000000000000000000e+00,1.272972684746491723e+00,1.268915256919709827e+04,3.327349416890229006e-01
1.382875785877221788e+05,1.307341968147675892e+01,0.000000000000000000e+00,4.344209944162867032e+01,1.382875791902399214e+05,1.118959675326186698e+01,1.558298069374416373e+05,5.330243694681321642e+00,0.000000000000000000e+00,1.773189143778290600e+01,1.558298070263245609e+05,4.559135878910455908e+00,1.268944312176492895e+04,3.040243740671261241e-01,0.000000000000000000e+00,9.880361599061870947e-01,1.268944312531591640e+04,2.603661305557579686e-01
1.382983867240103427e+05,1.227100089735451682e+01,0.000000000000000000e+00,4.080548158136662096e+01,1.382983872547939536e+05,1.049662005780410290e+01,1.558341375695094466e+05,4.821869308153003963e+00,0.000000000000000000e+00,1.603668250076589175e+01,1.558341376422443136e+05,4.124506103973544668e+00,1.268965419925022070e+04,2.061289506410785011e-01,1.000000000000000000e+00,6.579178847441653488e-01,1.268965420088253086e+04,1.754830790619507641e-01
1.383084578225134755e+05,1.133406982278210151e+01,0.000000000000000000e+00,3.770997799397446215e+01,1.383084582753043214e+05,9.693711333865213220e+00,1.558380212346914341e+05,4.284415693348355703e+00,0.000000000000000000e+00,1.424807698576478288e+01,1.558380212921142229e+05,3.664332668617862332e+00,1.268977561243809214e+04,1.053769531394483788e-01,1.000000000000000000e+00,4.264882075876812451e-01,1.268977561286468153e+04,8.595622276543508911e-02
1.383176944016235357e+05,1.031150665045620762e+01,0.000000000000000000e+00,3.430889818890136667e+01,1.383176947763731005e+05,8.819138286075759225e+00,1.558414383878837398e+05,3.729790777297198545e+00,0.000000000000000000e+00,1.240195772011065856e+01,1.558414384314009221e+05,3.189094968422432341e+00,1.268980291988709723e+04,6.237707908865963713e-02,1.000000000000000000e+00,3.660564584552048473e-01,1.268980292003657087e+04,5.173479806899194955e-02
1.383260305317532620e+05,9.230098403786136885e+00,0.000000000000000000e+00,3.069238497299375013e+01,1.383260308320034819e+05,7.894900262683222536e+00,1.558443797051259899e+05,3.170970153279666803e+00,0.000000000000000000e+00,1.054098795462050475e+01,1.558443797365794308e+05,2.709914257075433763e+00,1.268973811301626120e+04,1.405644033222865075e-01,1.000000000000000000e+00,4.750680175002344185e-01,1.268973811377531638e+04,1.188635590444846457e-01
1.383334147801716463e+05,8.095622557119554585e+00,0.000000000000000000e+00,2.688453708647284657e+01,1.383334150111376366e+05,6.925155925736907747e+00,1.558468469475158490e+05,2.620628759805470498e+00,0.000000000000000000e+00,8.708849481074139476e+00,1.558468469689984631e+05,2.237519169691222665e+00,1.268958874356150591e+04,2.285338074129624752e-01,0.000000000000000000e+00,7.352136486697418150e-01,1.268958874556795490e+04,1.955564750182929856e-01
1.383397962875135709e+05,6.901652157610564053e+00,0.000000000000000000e+00,2.286916035044123419e+01,1.383397964553683414e+05,5.903009855485288782e+00,1.558488536202648538e+05,2.092477341603440788e+00,0.000000000000000000e+00,6.954266322805779055e+00,1.558488536339607963e+05,1.784792266375734515e+00,1.268936616828783917e+04,3.044736012185327301e-01,0.000000000000000000e+00,9.956649460455082590e-01,1.268936617184934585e+04,2.608684230724520603e-01
1.383451197787993588e+05,5.642015819989310010e+00,0.000000000000000000e+00,1.863395311360363849e+01,1.383451198909700615e+05,4.821368422052910496e+00,1.558504277922346373e+05,1.604388785323171973e+00,0.000000000000000000e+00,5.344229594920761883e+00,1.558504278002862993e+05,1.366328850702848374e+00,1.268908358867394054e+04,3.653664217421255800e-01,0.000000000000000000e+00,1.203033581090494408e+00,1.268908359380257389e+04,3.132471949362297670e-01
1.383493342349299055e+05,4.328159549377772919e+00,0.000000000000000000e+00,1.423013027175329626e+01,1.383493343009390519e+05,3.695529175083356765e+00,1.558516196446489485e+05,1.184205369984143497e+00,0.000000000000000000e+00,3.986395073181483895e+00,1.558516196490354196e+05,1.004674738976609749e+00,1.268875468615044156e+04,4.108882736051575058e-01,0.000000000000000000e+00,1.356841221328068059e+00,1.268875469263683226e+04,3.521429189207992971e-01
1.383524162612536456e+05,3.008129536308664864e+00,0.000000000000000000e+00,9.825217745004920289e+00,1.383524162931382307e+05,2.557498441719508353e+00,1.558525145681091235e+05,8.782016855314820347e-01,0.000000000000000000e+00,3.048549998202361166e+00,1.558525145705215400e+05,7.398030840486171655e-01,1.268839341307288851e+04,4.404913828815409937e-01,0.000000000000000000e+00,1.455105190156245953e+00,1.268839342052780739e+04,3.776666981843845861e-01
1.383544032104807557e+05,1.777552126684323719e+00,1.000000000000000000e+00,5.810210717696463689e+00,1.383544032216141350e+05,1.491721617075381756e+00,1.558532492115561035e+05,7.643880912805303129e-01,0.000000000000000000e+00,2.761647567560430616e+00,1.558532492133837368e+05,6.367550533897883280e-01,1.268801477208038523e+04,4.521418236527245949e-01,0.000000000000000000e+00,1.491442306840326637e+00,1.268801477993509980e+04,3.879717575053746037e-01
1.383554252478062408e+05,7.788416713705862415e-01,1.000000000000000000e+00,3.164967006247024983e+00,1.383554252499435970e+05,6.180573245001141913e-01,1.558540250463652483e+05,9.501317807915165004e-01,0.000000000000000000e+00,3.397304436744889244e+00,1.558540250491889601e+05,7.887168512621428595e-01,1.268763602254521902e+04,4.423400396096177634e-01,0.000000000000000000e+00,1.454694341044159955e+00,1.268763603006328958e+04,3.797238294847830042e-01
1.383557235575599771e+05,2.759014059852070710e-01,1.000000000000000000e+00,1.680425397935323417e+00,1.383557235578281689e+05,2.400207136583048795e-01,1.558551133972704993e+05,1.513547261409223355e+00,0.000000000000000000e+00,5.224013791506877169e+00,1.558551134044359496e+05,1.263213500276469947e+00,1.268727758730989808e+04,4.070857716979803809e-01,0.000000000000000000e+00,1.331816476549647632e+00,1.268727759367753242e+04,3.497295799250877968e-01
1.383556465833768307e+05,3.141194097659887330e-01,2.000000000000000000e+00,1.076293333928333595e+00,1.383556465837244759e+05,2.868461628197110369e-01,1.558568481244888681e+05,2.501144445627876856e+00,0.000000000000000000e+00,8.456031972047640011e+00,1.558568481440559553e+05,2.102122541022254154e+00,1.268696289816370336e+04,3.434760672506078083e-01,0.000000000000000000e+00,1.112865440327368560e+00,1.268696290269695419e+04,2.949410019259630644e-01
1.383556244919715973e+05,3.366685622432930014e-01,1.000000000000000000e+00,2.062861137907020748e+00,1.383556244923709892e+05,2.756932804040843621e-01,1.558596058910173015e+05,3.943985027701442991e+00,0.000000000000000000e+00,1.320855735318036750e+01,1.558596059396704950e+05,3.333833973440778031e+00,1.268671701771154585e+04,2.517936430129781300e-01,1.000000000000000000e+00,7.958936106460896553e-01,1.268671702014775838e+04,2.157248100158085380e-01
1.383561271366945002e+05,1.119832543030152561e+00,1.000000000000000000e+00,4.251269874366698787e+00,1.383561271411131020e+05,8.987351824296638814e-01,1.558637756292141858e+05,5.837785590933914470e+00,0.000000000000000000e+00,1.945820499359979294e+01,1.558637757358064700e+05,4.953478712831565822e+00,1.268656436931684402e+04,1.404914569619173659e-01,1.000000000000000000e+00,5.450303206671378575e-01,1.268656437007530076e+04,1.165527410523736762e-01
1.383576106027693604e+05,2.509865699188227772e+00,1.000000000000000000e+00,8.222035917831817642e+00,1.383576106249652512e+05,2.100872630126832341e+00,1.558697183776916354e+05,8.126446357190175718e+00,0.000000000000000000e+00,2.700760735871153884e+01,1.558697185842364270e+05,6.920325680921814993e+00,1.268652596566432476e+04,8.401185631115208607e-02,1.000000000000000000e+00,5.068887492507201387e-01,1.268652596593553790e+04,6.995837323838713373e-02
1.383604560661500727e+05,4.302102696752838185e+00,0.000000000000000000e+00,1.410371872130781412e+01,1.383604561313615995e+05,3.650613744772272184e+00,1.558777187661879288e+05,1.069174309786997235e+01,0.000000000000000000e+00,3.545632226977613755e+01,1.558777191236974322e+05,9.124215994819678599e+00,1.268661632023411221e+04,2.020815229479436814e-01,1.000000000000000000e+00,7.027401521245337790e-01,1.268661632180332526e+04,1.692537722688484680e-01
1.383649076551370672e+05,6.290227431243880396e+00,0.000000000000000000e+00,2.064203782787080854e+01,1.383649077945430181e+05,5.370301538517378681e+00,1.558879323165416718e+05,1.335152286751272932e+01,0.000000000000000000e+00,4.420104604549123906e+01,1.558879328740145720e+05,1.141498543714551417e+01,1.268684031294336273e+04,3.520008143284610314e-01,0.000000000000000000e+00,1.130837182015966391e+00,1.268684031770447837e+04,3.004777971738349374e-01
1.383710254861565772e+05,8.229981583483210628e+00,0.000000000000000000e+00,2.702122357036569156e+01,1.383710257247877598e+05,7.044844990811543362e+00,1.559003393427898700e+05,1.587417732337026344e+01,0.000000000000000000e+00,5.248552153477794491e+01,1.559003401307604508e+05,1.359427635271786095e+01,1.268719088327235113e+04,4.906481171631669747e-01,0.000000000000000000e+00,1.595891876844689250e+00,1.268719089252251433e+04,4.207182579073560080e-01
1.383786674131359323e+05,9.878989754483853858e+00,0.000000000000000000e+00,3.245741519593866542e+01,1.383786677569554595e+05,8.475408273094945599e+00,1.559147173487751861e+05,1.800968342417951007e+01,0.000000000000000000e+00,5.949531744269188493e+01,1.559147183629192878e+05,1.543429751387884608e+01,1.268764846737494736e+04,6.000843612858400844e-01,0.000000000000000000e+00,1.961427720258143381e+00,1.268764848121119030e+04,5.154726716724781221e-01
