125708,156508,417,-0.091,1.001,0.291,0.305,0.305,0.488,110.384
125708,156420,11306,-0.094,1.005,0.293,0.305,0.305,0.488,110.39
125719,156252,417,-0.096,1.01,0.297,0.732,0.61,0.366,110.394
125719,156414,11297,-0.098,1.014,0.296,0.732,0.61,0.366,110.4
125711,156508,417,-0.099,1.012,0.292,0.244,0.244,0.183,110.404
125711,156438,11292,-0.094,1.009,0.288,0.244,0.244,0.183,110.41
125721,156508,417,-0.096,1.005,0.292,-0.671,-0.061,-0.122,110.414
125721,156428,11304,-0.094,1.001,0.296,-0.671,-0.061,-0.122,110.42
125712,156508,417,-0.092,0.998,0.294,-1.037,-0.122,-0.244,110.424
125712,156433,11297,-0.094,0.993,0.29,-1.037,-0.122,-0.244,110.43
125718,156508,417,-0.098,0.99,0.289,-0.854,0.122,-0.183,110.434
125718,156436,11302,-0.096,0.992,0.289,-0.854,0.122,-0.183,110.44
125728,156508,417,-0.094,0.991,0.289,-0.183,0.183,-0.183,110.444
125728,156433,11291,-0.096,0.994,0.292,-0.183,0.183,-0.183,110.45
125728,156508,417,-0.096,1,0.294,0.488,0.122,0,110.454
125728,156432,11306,-0.097,1.004,0.295,0.488,0.122,0,110.46
125724,156508,417,-0.095,1.008,0.298,0.549,0.244,0.183,110.463
125724,156427,11290,-0.099,1.007,0.299,0.549,0.244,0.183,110.47
125717,156508,417,-0.098,1.003,0.297,0.427,0.366,0.183,110.473
125717,156450,11296,-0.1,1.003,0.289,0.427,0.366,0.183,110.48
125717,156508,417,-0.095,1,0.287,0,0.305,0.183,110.483
125717,156416,11307,-0.09,1.005,0.286,0,0.305,0.183,110.489
125744,156508,417,-0.09,1.009,0.285,-0.671,-0.061,0.427,110.493
125744,156452,11286,-0.092,1.006,0.288,-0.671,-0.061,0.427,110.499
125735,156508,417,-0.091,1.003,0.287,-1.646,0.061,0.427,110.503
125735,156448,11295,-0.092,0.999,0.277,-1.646,0.061,0.427,110.509
125728,156508,417,-0.095,0.997,0.276,-2.073,-0.061,0.366,110.513
125728,156451,11299,-0.096,0.999,0.282,-2.073,-0.061,0.366,110.519
125770,156508,417,-0.092,1.006,0.283,-1.28,-0.427,0.305,110.523
125770,156454,11290,-0.091,1.012,0.287,-1.28,-0.427,0.305,110.529
125736,156508,417,-0.091,1.012,0.287,-1.28,-0.427,0.305,110.533
125736,156452,11295,-0.097,1.011,0.295,0.244,-0.061,0.122,110.539
125750,156508,417,-0.097,1.011,0.295,0.244,-0.061,0.122,110.543
125750,156446,11300,-0.101,1.01,0.3,1.159,0.671,0.061,110.549
125762,156508,417,-0.101,1.01,0.3,1.159,0.671,0.061,110.553
125762,156477,11300,-0.1,0.999,0.305,0.427,0.732,-0.183,110.559
125755,156508,417,-0.1,0.999,0.305,0.427,0.732,-0.183,110.562
125755,156468,11290,-0.1,0.988,0.294,-0.427,0.244,-0.305,110.569
125757,156508,417,-0.1,0.988,0.294,-0.427,0.244,-0.305,110.572
125757,156466,11295,-0.096,0.992,0.29,0.061,0.244,-0.427,110.579
125751,156508,417,-0.096,0.992,0.29,0.061,0.244,-0.427,110.582
125751,156473,11312,-0.098,0.999,0.291,0.732,0.732,-0.488,110.588
125764,156508,417,-0.098,0.999,0.291,0.732,0.732,-0.488,110.592
125764,156470,11307,-0.101,0.998,0.288,0.305,0.671,0,110.598
125746,156508,417,-0.101,0.998,0.288,0.305,0.671,0,110.602
125746,156475,11294,-0.1,0.993,0.286,-0.671,0.366,0.488,110.608
125750,156508,417,-0.1,0.993,0.286,-0.671,0.366,0.488,110.612
125750,156470,11304,-0.097,0.996,0.285,-0.976,0.183,0.61,110.618
125747,156508,417,-0.097,0.996,0.285,-0.976,0.183,0.61,110.622
125747,156441,11301,-0.099,1.004,0.287,-1.22,0.183,0.61,110.628
125735,156508,417,-0.099,1.004,0.287,-1.22,0.183,0.61,110.632
125735,156453,11304,-0.097,1.002,0.291,-1.037,0.305,0.61,110.638
125723,156508,417,-0.097,1.002,0.291,-1.037,0.305,0.61,110.642
125723,156460,11302,-0.098,0.998,0.293,-0.854,0.183,0.793,110.648
