1.118047887748552021e+05,4.973703296652198347e+00,1.632058362285897601e+01,1.118047888827185670e+05,4.273589070427988190e+00,1.399194511156563240e+05,7.636288683779603126e+00,2.514715571361011826e+01,1.399194513188271085e+05,6.555079781005770378e+00,1.352868610711368092e+04,3.357410812782377629e+00,2.113452953220985364e+01,1.352868651330250032e+04,2.851682918131154931e+00
1.118089703790463100e+05,4.935512574962853449e+00,1.618609449527866673e+01,1.118089704852555878e+05,4.240634757158841417e+00,1.399257456638673902e+05,7.242907539870675038e+00,2.381676972529385239e+01,1.399257458466365642e+05,6.214654374040401663e+00,1.353071271473529669e+04,5.955994395190281843e+00,2.103131548821693286e+01,1.353071399282838502e+04,5.073023826844655915e+00
1.118129780382816243e+05,4.566404938083582721e+00,1.497258702348335646e+01,1.118129781291957188e+05,3.921280871632916387e+00,1.399315309931396041e+05,6.455387241889453342e+00,2.118473991579958238e+01,1.399315311383185326e+05,5.539281371064862292e+00,1.353663690772596237e+04,9.159812324059387834e+00,2.884886908840780961e+01,1.353663992932575820e+04,7.907001730583852250e+00
1.118165556079352536e+05,3.918650658420339994e+00,1.285852840583538637e+01,1.118165556748838717e+05,3.358781675326826921e+00,1.399364934452787857e+05,5.326967381824677439e+00,1.742365174248698168e+01,1.399364935441349226e+05,4.563130221853498369e+00,1.354493062959576127e+04,1.093647622025693344e+01,3.531722198602255958e+01,1.354493493439192389e+04,9.426842670253382295e+00
1.118195149725332885e+05,3.096862314607418565e+00,1.019134247503825463e+01,1.118195150143452775e+05,2.646263959887073636e+00,1.399403830172297021e+05,3.958240854836576172e+00,1.285510855988832191e+01,1.399403830718100071e+05,3.379184581629670170e+00,1.355426941685352904e+04,1.137589083205845597e+01,3.710494496580759005e+01,1.355427407131311156e+04,9.790340153203079154e+00
1.118217716726310027e+05,2.239471156768784610e+00,7.424312437986372970e+00,1.118217716944955173e+05,1.902012279830523678e+00,1.399430479308559734e+05,2.494373946926732533e+00,8.069383560447022319e+00,1.399430479525303235e+05,2.109828142854530686e+00,1.356359314585836910e+04,1.076993353338036563e+01,3.531307249180645158e+01,1.356359731480029586e+04,9.248550807936135598e+00
1.118233602945781604e+05,1.487632132628280868e+00,5.023877497122157365e+00,1.118233603042260656e+05,1.253802982754859796e+00,1.399444593778212147e+05,1.151880236328030271e+00,4.981720656302059069e+00,1.399444593824432523e+05,9.136745591829822377e-01,1.357212802775809178e+04,9.443804278692750742e+00,3.106178994464062271e+01,1.357213123122746765e+04,8.095172097165777458e+00
1.118244259594235336e+05,9.576715517051412885e-01,3.378195205936208367e+00,1.118244259634217888e+05,7.984215278309421127e-01,1.399447228283740114e+05,6.983637636763093681e-01,3.854589025606401265e+00,1.399447228300729766e+05,5.792268140365195439e-01,1.357937769673942239e+04,7.704399878944690805e+00,2.538596688785946753e+01,1.357937982768495567e+04,6.586804721031694676e+00
1.118251967658718786e+05,7.422891067127213027e-01,2.743615996674634516e+00,1.118251967682739341e+05,6.124091445988597560e-01,1.399440750339826045e+05,1.345222906714101274e+00,4.254864741262281314e+00,1.399440750402864651e+05,1.164529968373244628e+00,1.358509199393334529e+04,5.814535192114221651e+00,1.916590740427272976e+01,1.358509320716022739e+04,4.956946969210958009e+00
1.118259496707497892e+05,9.079315234774713028e-01,3.246637693067896180e+00,1.118259496743434720e+05,7.539591608889167906e-01,1.399428698364032316e+05,1.728952730595224585e+00,5.292425877560162917e+00,1.399428698468165530e+05,1.508761551391216926e+00,1.358922246739756702e+04,3.981710582069969639e+00,1.309243344200149295e+01,1.358922303614490920e+04,3.378052481215536140e+00
