1.233649736720391084e+05,8.338483380397887501e+00,2.751997168289381079e+01,1.233649739468012413e+05,7.154187423452822436e+00,1.400029369275308854e+05,3.398947944599028936e+00,1.120630437834188342e+01,1.400029369677587238e+05,2.917068562803615261e+00,9.934624711701000706e+03,6.533921562591494814e-01,3.528608708385945647e+00,9.934624732650370788e+03,5.373156743495201004e-01
1.233720052004733152e+05,8.239504400903335579e+00,2.720830197380564641e+01,1.233720054687359370e+05,7.066883006861099048e+00,1.400057717049200146e+05,3.291828567744294887e+00,1.085380916044232436e+01,1.400057717426514428e+05,2.823533660741668339e+00,9.935276661866326322e+03,1.309175531970589779e+00,4.200587890516544576e+00,9.935276745965245937e+03,1.123717579128015176e+00
1.233788128534393327e+05,7.802610221935761814e+00,2.579005838283046614e+01,1.233788130939940602e+05,6.685446828929343610e+00,1.400084539119458059e+05,3.036565806993265948e+00,1.002672364306636155e+01,1.400084539440517838e+05,2.602819196088239639e+00,9.936551100376473187e+03,1.846204797657348129e+00,5.896840298744791653e+00,9.936551267600507344e+03,1.590908815124475906e+00
1.233851402461722901e+05,7.095309544272928370e+00,2.349058617350237910e+01,1.233851404450813279e+05,6.076818047908455256e+00,1.400108802737609367e+05,2.677101071725730641e+00,8.879369097237940878e+00,1.400108802987151139e+05,2.290977488305361298e+00,9.938209261398262242e+03,2.140997374450255730e+00,6.952530856111479807e+00,9.938209486251294948e+03,1.842858717595800000e+00
1.233908024901974422e+05,6.217189671040413756e+00,2.063814714258478489e+01,1.233908026429118618e+05,5.318523024557725520e+00,1.400130004758285359e+05,2.289268516012536114e+00,7.668614148540655151e+00,1.400130004940758517e+05,1.952965898239199305e+00,9.940038449922285508e+03,2.214678073500878419e+00,7.245883922607390559e+00,9.940038690473615134e+03,1.904507262123070088e+00
1.233957067385702685e+05,5.285654375808757521e+00,1.761745057000371162e+01,1.233957068489455996e+05,4.513930938389239422e+00,1.400148402454405150e+05,1.975415942000469549e+00,6.727312383241951466e+00,1.400148402590273181e+05,1.678161529449425871e+00,9.941863955903612805e+03,2.112220335294954232e+00,6.941349775575872627e+00,9.941864174672336958e+03,1.812716878583887636e+00
1.233998595550624887e+05,4.418395915261403850e+00,1.481351750309113413e+01,1.233998596321864316e+05,3.766277282901137280e+00,1.400165149544037413e+05,1.853736593444642144e+00,6.416175165359163657e+00,1.400165149663681514e+05,1.567830544598109554e+00,9.943555382989963618e+03,1.885947861577738083e+00,6.218264818508032477e+00,9.943555557368201335e+03,1.616439339576618339e+00
1.234033598043236852e+05,3.717576608009099726e+00,1.255610565374081489e+01,1.234033598589205067e+05,3.163878656208544360e+00,1.400182287481155654e+05,2.037227621219482199e+00,7.060828209534520283e+00,1.400182287625656172e+05,1.719180384501669323e+00,9.945028254849086807e+03,1.588456108078564633e+00,5.253834338109300006e+00,9.945028378534656440e+03,1.358248363037046103e+00
1.234063788069213915e+05,3.258198263425148955e+00,1.107696612452855334e+01,1.234063788488578721e+05,2.769163594303608811e+00,1.400202583691716427e+05,2.600001842620214276e+00,8.897022813587682322e+00,1.400202583927075320e+05,2.196689158187655089e+00,9.946241571545371698e+03,1.267763595924965347e+00,4.208640004517292255e+00,9.946241650321053385e+03,1.081530345128476345e+00
1.234091311728423025e+05,3.077784445032440530e+00,1.047939033732109237e+01,1.234091312102622906e+05,2.616632471004413762e+00,1.400229239772642904e+05,3.561957831058182755e+00,1.202228978270431980e+01,1.400229240214369202e+05,3.017790818597132052e+00,9.947192012869079917e+03,9.635456214704823941e-01,3.215039334039829555e+00,9.947192058369844744e+03,8.198330127211648222e-01
1.234118395830839436e+05,3.165963089104829820e+00,1.072305087954737246e+01,1.234118396226779732e+05,2.693946387425239841e+00,1.400265483340479550e+05,4.892523177835183645e+00,1.635718183784047142e+01,1.400265484173834557e+05,4.159286133213027092e+00,9.947905630587352789e+03,7.045915037374412826e-01,2.369181192565520178e+00,9.947905654915990453e+03,5.975291956312048791e-01
1.234146990582128783e+05,3.464227560754336022e+00,1.163550425256835297e+01,1.234146991056174738e+05,2.955117807315400746e+00,1.400314092085568118e+05,6.507335712428020891e+00,2.163027625228278339e+01,1.400314093559765315e+05,5.548022641932766064e+00,9.948428036037304992e+03,5.079169384760864325e-01,1.727319787574742804e+00,9.948428048679004860e+03,4.294787840832668957e-01
1.234178478845986101e+05,3.883456018332602344e+00,1.295119495820836164e+01,1.234178479441694071e+05,3.319363549130139202e+00,1.400376908043983858e+05,8.267604612879202008e+00,2.738477314941701479e+01,1.400376910423502268e+05,7.062538310137460584e+00,9.948814245001085510e+03,3.795239507647080734e-01,1.306891272997745546e+00,9.948814252059084538e+03,3.203547875313234039e-01
1.234213506977367651e+05,4.327426533119425045e+00,1.436613245231274050e+01,1.234213507717047323e+05,3.703736268328066128e+00,1.400454405755377957e+05,9.991049692821080797e+00,3.301603888891986571e+01,1.400454409230162273e+05,8.554618243810546474e+00,9.949119352158191759e+03,3.158209600626500912e-01,1.091788602054293733e+00,9.949119357045525248e+03,2.669781553562643461e-01
1.234251952344652673e+05,4.708660269991951530e+00,1.558915012072247919e+01,1.234251953220373107e+05,4.032994739447531174e+00,1.400545394771283609e+05,1.147070757468979885e+01,3.783823696116451174e+01,1.400545399351203232e+05,9.833982596555141953e+00,9.949390997465801775e+03,3.044210938995493554e-01,1.040991031019075308e+00,9.949391002006550480e+03,2.584343431140496139e-01
1.234293004093419731e+05,4.955528654841634406e+00,1.637790650886017829e+01,1.234293005063340534e+05,4.249324980878372848e+00,1.400646923350706638e+05,1.250027619600780149e+01,4.117376652953680605e+01,1.400646928789282101e+05,1.072396087135130038e+01,9.949664365640894175e+03,3.267190937656057059e-01,1.099440326703188475e+00,9.949664370871056235e+03,2.785923911494137539e-01
1.234335315955854458e+05,5.016022852936895760e+00,1.655858193902531639e+01,1.234335316949566477e+05,4.303366380732041030e+00,1.400754438047458534e+05,1.290700016246602466e+01,4.246191706147510558e+01,1.400754443845258793e+05,1.108374458490070502e+01,9.949959949056843470e+03,3.634147741814068300e-01,1.208525414205723791e+00,9.949959955527650891e+03,3.109123355231077079e-01
1.234377199294492602e+05,4.862251003537475746e+00,1.603907731974322814e+01,1.234377200228180300e+05,4.170195126407634234e+00,1.400862223756252788e+05,1.258689635843206567e+01,4.136623623696505092e+01,1.400862229269615200e+05,1.080607968327531054e+01,9.950283786487771067e+03,3.981076791874744170e-01,1.314996530425560195e+00,9.950283794252751250e+03,3.411983287101065798e-01
1.234416850024102896e+05,4.494871884234803439e+00,1.482283502416976262e+01,1.234416850822000997e+05,3.853985626052235602e+00,1.400964088474936725e+05,1.153090047653033778e+01,3.785839137437869795e+01,1.400964093101665785e+05,9.897525933758151595e+00,9.950629729977104944e+03,4.184675622625441682e-01,1.377540003268222790e+00,9.950629738556321172e+03,3.592636723337818694e-01
1.234452606468140584e+05,3.945575531948520620e+00,1.301764582854229957e+01,1.234452607082922477e+05,3.380364829337122679e+00,1.401054215772838215e+05,9.836055212134183989e+00,3.226090399487293325e+01,1.401054219139206107e+05,8.429921772560192039e+00,9.950982990640608477e+03,4.169063340542725205e-01,1.370339597062411485e+00,9.950982999155627112e+03,3.580426682626693946e-01
