101299,140577,19647,-0.02,-0.956,-0.113,0.671,-0.061,-0.183,522.623
101299,140750,7900,-0.02,-0.954,-0.112,0.671,-0.061,-0.183,522.629
101296,140577,19647,-0.017,-0.956,-0.109,0.793,0.061,-0.122,522.633
101296,140752,7892,-0.015,-0.959,-0.108,0.793,0.061,-0.122,522.639
101307,140577,19647,-0.018,-0.96,-0.108,0.244,0.427,0.061,522.642
101307,140738,7908,-0.019,-0.961,-0.11,0.244,0.427,0.061,522.649
101317,140577,19647,-0.019,-0.961,-0.11,0.244,0.427,0.061,522.652
101317,140738,7898,-0.02,-0.961,-0.106,-0.061,0.61,0.305,522.659
101318,140577,19647,-0.02,-0.961,-0.106,-0.061,0.61,0.305,522.662
101318,140749,7897,-0.021,-0.964,-0.107,-0.244,0.732,0.488,522.668
101297,140577,19647,-0.021,-0.964,-0.107,-0.244,0.732,0.488,522.672
101297,140756,7891,-0.02,-0.964,-0.109,-0.549,0.793,0.732,522.678
101311,140577,19647,-0.02,-0.964,-0.109,-0.549,0.793,0.732,522.682
101311,140748,7890,-0.019,-0.962,-0.111,-0.61,0.854,1.037,522.688
101297,140577,19647,-0.019,-0.962,-0.111,-0.61,0.854,1.037,522.692
101297,140735,7901,-0.014,-0.964,-0.109,-0.732,0.854,1.28,522.698
101301,140577,19647,-0.014,-0.964,-0.109,-0.732,0.854,1.28,522.702
101301,140755,7907,-0.012,-0.963,-0.107,-0.793,0.915,1.585,522.708
101305,140577,19647,-0.012,-0.963,-0.107,-0.793,0.915,1.585,522.712
101305,140731,7886,-0.017,-0.96,-0.103,-0.793,1.037,2.012,522.718
101307,140577,19647,-0.017,-0.96,-0.103,-0.793,1.037,2.012,522.722
101307,140716,7890,-0.016,-0.952,-0.109,-0.854,1.402,2.378,522.728
101283,140577,19647,-0.016,-0.952,-0.109,-0.854,1.402,2.378,522.732
101283,140728,7892,-0.017,-0.959,-0.11,-1.037,1.585,2.317,522.738
101300,140577,19647,-0.017,-0.959,-0.11,-1.037,1.585,2.317,522.741
101300,140730,7912,-0.013,-0.949,-0.113,-1.707,1.707,2.5,522.748
101300,140577,19647,-0.013,-0.949,-0.113,-1.707,1.707,2.5,522.751
101300,140741,7904,-0.021,-0.958,-0.112,-2.317,1.829,2.378,522.758
101289,140577,19647,-0.021,-0.958,-0.112,-2.317,1.829,2.378,522.761
101289,140686,7900,-0.026,-0.968,-0.117,-2.378,1.951,2.256,522.767
101304,140577,19647,-0.026,-0.968,-0.117,-2.378,1.951,2.256,522.771
101304,140745,7903,-0.026,-0.963,-0.121,-3.049,2.195,2.683,522.777
101301,140577,19647,-0.026,-0.963,-0.121,-3.049,2.195,2.683,522.781
101301,140724,7905,-0.03,-0.958,-0.123,-2.439,1.951,2.5,522.787
101293,140577,19647,-0.03,-0.958,-0.123,-2.439,1.951,2.5,522.791
101293,140728,7912,-0.031,-0.952,-0.122,-1.707,1.707,2.439,522.797
101300,140577,19647,-0.03,-0.951,-0.12,-1.707,1.707,2.439,522.801
101300,140736,7900,-0.033,-0.95,-0.12,-1.463,1.646,2.195,522.807
101278,140577,19647,-0.032,-0.949,-0.119,-1.463,1.646,2.195,522.811
101278,140733,7908,-0.036,-0.949,-0.121,-1.463,1.524,1.829,522.817
101280,140577,19647,-0.037,-0.954,-0.123,-1.463,1.524,1.829,522.821
101280,140729,7894,-0.037,-0.956,-0.119,-1.524,1.524,1.707,522.827
101288,140577,19647,-0.041,-0.958,-0.122,-1.524,1.524,1.707,522.831
101288,140742,7909,-0.039,-0.961,-0.12,-1.159,1.402,1.341,522.837
101297,140577,19647,-0.042,-0.962,-0.12,-1.159,1.402,1.341,522.84
101297,140739,7896,-0.042,-0.96,-0.12,-0.488,0.976,0.915,522.847
101297,140577,19647,-0.038,-0.961,-0.119,-0.488,0.976,0.915,522.85
101297,140727,7913,-0.036,-0.96,-0.12,0.183,0.671,0.915,522.857
101296,140577,19647,-0.036,-0.957,-0.122,0.183,0.671,0.915,522.86
101296,140739,7897,-0.033,-0.955,-0.124,0.244,0.366,0.854,522.866
101294,140577,19647,-0.033,-0.954,-0.122,0.244,0.366,0.854,522.87
101294,140717,7898,-0.031,-0.952,-0.12,-0.061,0.366,0.61,522.876
101302,140577,19647,-0.028,-0.953,-0.122,-0.061,0.366,0.61,522.88
101302,140739,7906,-0.023,-0.953,-0.118,-0.488,0.366,0.366,522.886
101301,140577,19647,-0.026,-0.95,-0.118,-0.488,0.366,0.366,522.89
101301,140730,7902,-0.023,-0.947,-0.12,-0.732,0.366,0.061,522.896
101294,140577,19647,-0.024,-0.948,-0.116,-0.732,0.366,0.061,522.9
101294,140745,7894,-0.026,-0.953,-0.117,-0.549,0.366,-0.305,522.906
101302,140577,19647,-0.026,-0.955,-0.117,-0.549,0.366,-0.305,522.91
101302,140742,7911,-0.024,-0.954,-0.118,-0.244,0.305,-0.61,522.916
101307,140577,19647,-0.027,-0.957,-0.117,-0.244,0.305,-0.61,522.92
101307,140757,7899,-0.027,-0.96,-0.117,0.244,0.305,-0.671,522.926
101283,140577,19647,-0.026,-0.957,-0.118,0.244,0.305,-0.671,522.93
101283,140732,7887,-0.027,-0.956,-0.117,0.427,0.183,-0.793,522.936
101293,140577,19647,-0.028,-0.958,-0.118,0.427,0.183,-0.793,522.939
