120143,143220,9298,-0.09,1.017,0.01,0.061,0.671,0.122,355.033
120143,143124,11060,-0.095,1.018,0.007,0.061,0.671,0.122,355.039
120149,143220,9298,-0.091,1.018,0.008,0.366,0.793,0.305,355.042
120149,143109,11056,-0.088,1.02,0.008,0.366,0.793,0.305,355.049
120156,142964,9298,-0.093,1.02,0.005,0.976,0.732,0.366,355.052
120156,143089,11054,-0.091,1.021,0.006,0.976,0.732,0.366,355.059
120180,143220,9298,-0.09,1.024,0.005,1.402,0.61,0.549,355.062
120180,143117,11052,-0.087,1.023,0.001,1.402,0.61,0.549,355.068
120165,142964,9298,-0.089,1.027,-0.001,1.037,0.427,0.427,355.072
120165,143100,11045,-0.088,1.03,-0.001,1.037,0.427,0.427,355.078
120158,143220,9298,-0.09,1.031,-0.002,-0.183,0.488,0.427,355.082
120158,143108,11062,-0.093,1.032,0.002,-0.183,0.488,0.427,355.088
120160,143220,9298,-0.091,1.029,0.001,-0.854,0.427,0.366,355.092
120160,143126,11063,-0.093,1.026,0.001,-0.854,0.427,0.366,355.098
120156,143220,9298,-0.094,1.028,0.002,-1.28,0.366,0.427,355.102
120156,143117,11054,-0.092,1.027,0.001,-1.28,0.366,0.427,355.108
120158,142964,9298,-0.091,1.026,0.001,-1.098,0.122,0.427,355.112
120158,143102,11054,-0.089,1.024,0.003,-1.098,0.122,0.427,355.118
120156,142964,9298,-0.091,1.024,0.004,-1.098,-0.122,0.305,355.122
120156,143062,11061,-0.093,1.023,0.004,-1.098,-0.122,0.305,355.128
120170,143220,9298,-0.085,1.023,0.008,-0.854,-0.061,0.183,355.132
120170,143107,11055,-0.086,1.018,0.008,-0.854,-0.061,0.183,355.138
120157,142964,9298,-0.088,1.016,0.006,-0.183,0.122,0.122,355.142
120157,143097,11052,-0.089,1.02,0.008,-0.183,0.122,0.122,355.148
120168,143220,9298,-0.088,1.019,0.01,0,0.549,0.122,355.151
120168,143110,11057,-0.092,1.017,0.003,0,0.549,0.122,355.158
120159,143220,9298,-0.093,1.02,0.001,0,0.854,0.244,355.161
120159,143143,11058,-0.092,1.023,0.002,0,0.854,0.244,355.167
120138,143220,9298,-0.092,1.022,0.001,0,0.854,0.366,355.171
