118636,138868,9298,-0.033,1.023,0.046,-0.549,0.122,0.488,348.655
118636,138910,11319,-0.033,1.022,0.047,-0.183,0.122,0.366,348.661
118633,138868,9298,-0.033,1.022,0.047,-0.183,0.122,0.366,348.665
118633,138900,11309,-0.031,1.026,0.048,0,0.183,0.366,348.671
118636,138868,9298,-0.031,1.026,0.048,0,0.183,0.366,348.675
118636,138931,11301,-0.029,1.026,0.047,0,0.183,0.366,348.681
118633,138868,9298,-0.031,1.03,0.05,-0.244,0.183,0.488,348.685
118633,138896,11309,-0.034,1.028,0.05,-0.244,0.183,0.488,348.691
118660,138868,9298,-0.032,1.027,0.047,-0.366,0.183,0.427,348.695
118660,138930,11319,-0.032,1.025,0.047,-0.366,0.183,0.427,348.701
118664,138868,9298,-0.032,1.028,0.05,-0.488,0.122,0.427,348.705
118664,138921,11315,-0.03,1.025,0.05,-0.488,0.122,0.427,348.711
118656,138868,9298,-0.03,1.022,0.049,-0.549,0.183,0.366,348.715
118656,138913,11308,-0.029,1.023,0.047,-0.549,0.183,0.366,348.721
118645,138868,9298,-0.031,1.023,0.05,-0.549,0.244,0.366,348.724
118645,138906,11321,-0.031,1.022,0.051,-0.549,0.244,0.366,348.731
118654,138868,9298,-0.033,1.023,0.049,-0.244,0.366,0.427,348.734
118654,138942,11318,-0.032,1.025,0.05,-0.244,0.366,0.427,348.741
118651,138868,9298,-0.032,1.029,0.048,-0.122,0.244,0.427,348.744
118651,138923,11302,-0.031,1.027,0.049,-0.122,0.244,0.427,348.75
118656,138868,9298,-0.032,1.027,0.048,-0.244,0.183,0.366,348.754
118656,138924,11317,-0.032,1.027,0.051,-0.244,0.183,0.366,348.76
118654,138868,9298,-0.032,1.028,0.054,-0.549,0.366,0.305,348.764
118654,138927,11315,-0.034,1.028,0.053,-0.549,0.366,0.305,348.77
118648,138868,9298,-0.033,1.028,0.052,-0.549,0.488,0.366,348.774
118648,138937,11317,-0.03,1.027,0.048,-0.549,0.488,0.366,348.78
118656,138868,9298,-0.03,1.028,0.047,-0.244,0.488,0.366,348.784
118656,138931,11310,-0.035,1.026,0.046,-0.244,0.488,0.366,348.79
118665,138868,9298,-0.031,1.031,0.048,0,0.488,0.244,348.794
118665,138944,11314,-0.031,1.026,0.052,0,0.488,0.244,348.8
118654,138868,9298,-0.03,1.025,0.049,0.061,0.427,0.244,348.804
118654,138920,11323,-0.033,1.028,0.05,0.061,0.427,0.244,348.81
118644,138868,9298,-0.035,1.026,0.052,-0.061,0.549,0.305,348.814
