120651,141684,9298,-0.093,1.026,0.064,-0.366,0.549,0.305,642.393
120651,141787,11448,-0.096,1.026,0.065,-0.366,0.549,0.305,642.399
120629,141684,9298,-0.094,1.025,0.066,-0.427,0.305,0.366,642.403
120629,141781,11466,-0.093,1.027,0.069,-0.427,0.305,0.366,642.409
120635,141684,9298,-0.089,1.027,0.068,-0.305,-0.244,0.488,642.413
120635,141750,11459,-0.089,1.025,0.068,-0.305,-0.244,0.488,642.419
120625,141684,9298,-0.087,1.025,0.068,-0.549,-0.305,0.488,642.423
120625,141813,11462,-0.084,1.023,0.065,-0.549,-0.305,0.488,642.429
120643,141684,9298,-0.084,1.022,0.065,-1.037,0.061,0.549,642.433
120643,141791,11455,-0.084,1.024,0.07,-1.037,0.061,0.549,642.439
120647,141684,9298,-0.088,1.022,0.07,-0.854,0.488,0.549,642.443
120647,141807,11438,-0.088,1.022,0.066,-0.854,0.488,0.549,642.449
120653,141684,9298,-0.091,1.022,0.066,-0.305,0.732,0.366,642.453
120653,141785,11454,-0.091,1.026,0.067,-0.305,0.732,0.366,642.459
120643,141684,9298,-0.09,1.026,0.069,0.305,0.976,0.183,642.462
120643,141776,11476,-0.093,1.025,0.068,0.305,0.976,0.183,642.469
120624,141684,9298,-0.094,1.029,0.065,0.427,0.915,0.122,642.472
120624,141772,11452,-0.092,1.03,0.064,0.427,0.915,0.122,642.479
120624,141684,9298,-0.092,1.031,0.065,0.244,0.732,0.122,642.482
120624,141790,11463,-0.094,1.031,0.06,0.244,0.732,0.122,642.488
120632,141684,9298,-0.094,1.029,0.065,-0.122,0.61,0.061,642.492
120632,141809,11456,-0.093,1.026,0.065,-0.122,0.61,0.061,642.498
120633,141684,9298,-0.093,1.025,0.061,-0.122,0.427,-0.061,642.502
120633,141791,11458,-0.092,1.025,0.063,-0.122,0.427,-0.061,642.508
120662,141684,9298,-0.093,1.024,0.065,-0.366,0.244,-0.061,642.512
120662,141809,11452,-0.09,1.025,0.064,-0.366,0.244,-0.061,642.518
120640,141684,9298,-0.088,1.023,0.063,-0.366,0.122,0.122,642.522
