118224,143754,24053,0.002,-0.933,0.267,3.841,1.098,2.012,289.258
118224,143816,9833,-0.006,-0.954,0.303,3.841,1.098,2.012,289.265
118356,144010,24053,-0.009,-0.96,0.375,2.988,1.037,1.951,289.268
118356,143901,9858,-0.014,-0.931,0.387,2.988,1.037,1.951,289.275
118424,144010,24053,-0.012,-0.891,0.327,-1.585,0.854,1.22,289.278
118424,143988,9846,-0.006,-0.89,0.283,-1.585,0.854,1.22,289.284
118353,144010,24053,0.007,-0.922,0.298,-8.476,-0.732,-0.305,289.288
118353,143895,9831,0.008,-0.943,0.294,-8.476,-0.732,-0.305,289.294
118222,143754,24053,0.013,-0.938,0.246,-9.451,-2.073,-0.305,289.298
118222,143805,9834,0.018,-0.952,0.211,-9.451,-2.073,-0.305,289.304
118170,143754,24053,0.018,-0.974,0.2,-9.207,-1.707,-0.183,289.308
118170,143753,9825,0.019,-0.981,0.178,-9.207,-1.707,-0.183,289.314
118171,143754,24053,0.023,-0.989,0.178,-4.146,-0.549,0.061,289.318
118171,143751,9815,0.026,-0.984,0.194,-4.146,-0.549,0.061,289.324
118196,143754,24053,0.023,-0.976,0.209,2.561,1.22,0.488,289.328
118196,143780,9829,0.017,-0.971,0.22,2.561,1.22,0.488,289.334
118232,143754,24053,0.01,-0.957,0.259,7.988,2.927,0.915,289.338
118232,143794,9843,0.003,-0.925,0.287,7.988,2.927,0.915,289.344
118302,143754,24053,0.001,-0.911,0.311,8.415,3.537,0.732,289.348
118302,143867,9847,-0.006,-0.914,0.34,8.415,3.537,0.732,289.354
118318,144010,24053,-0.01,-0.913,0.362,4.695,2.805,0.122,289.357
118318,143875,9840,-0.01,-0.903,0.352,4.695,2.805,0.122,289.364
118303,143754,24053,-0.007,-0.906,0.307,-2.012,1.22,-0.427,289.367
118303,143864,9839,-0,-0.937,0.287,-2.012,1.22,-0.427,289.374
118223,143754,24053,0.007,-0.953,0.268,-7.195,-1.28,-1.463,289.377
118223,143804,9826,0.017,-0.941,0.235,-7.195,-1.28,-1.463,289.383
118196,143754,24053,0.028,-0.933,0.235,-7.134,-2.317,-1.159,289.387
118196,143751,9830,0.032,-0.938,0.254,-7.134,-2.317,-1.159,289.393
118128,143754,24053,0.022,-0.933,0.249,-3.11,-1.402,0.366,289.397
118128,143725,9803,0.017,-0.922,0.231,-3.11,-1.402,0.366,289.403
118070,143754,24053,0.02,-0.918,0.225,-1.585,0.122,0.976,289.407
118070,143655,9806,0.016,-0.932,0.227,-1.585,0.122,0.976,289.413
118097,143754,24053,0.014,-0.964,0.269,0.427,0.61,1.22,289.417
118097,143684,9819,0.019,-0.97,0.307,0.427,0.61,1.22,289.423
118126,143754,24053,0.014,-0.95,0.308,0.244,1.28,1.402,289.427
118126,143720,9824,0.005,-0.938,0.298,0.244,1.28,1.402,289.433
118177,143754,24053,-0.009,-0.952,0.302,-3.963,2.317,1.341,289.437
118177,143763,9836,-0.015,-0.959,0.305,-3.963,2.317,1.341,289.443
118246,143754,24053,-0.007,-0.939,0.278,-7.5,1.22,0.854,289.447
118246,143813,9828,0.005,-0.924,0.255,-7.5,1.22,0.854,289.453
118301,143754,24053,0.009,-0.937,0.263,-10.122,-0.366,-0.183,289.456
118301,143858,9842,0.006,-0.955,0.242,-10.122,-0.366,-0.183,289.463
118260,143754,24053,0.003,-0.956,0.202,-7.927,-1.159,0.061,289.466
118260,143819,9839,0.018,-0.95,0.223,-7.927,-1.159,0.061,289.473
118300,143754,24053,0.027,-0.938,0.263,-2.622,-0.854,0.488,289.476
118300,143867,9837,0.014,-0.918,0.233,-2.622,-0.854,0.488,289.482
118244,143754,24053,0.004,-0.922,0.2,0.976,0.366,1.037,289.486
118244,143857,9851,0.011,-0.948,0.214,0.976,0.366,1.037,289.492
118249,143754,24053,0.021,-0.972,0.258,4.817,0,0.976,289.496
118249,143842,9837,0.019,-0.979,0.261,4.817,0,0.976,289.502
118274,143754,24053,0.019,-0.979,0.261,4.817,0,0.976,289.506
118274,143866,9853,0.01,-0.992,0.231,7.927,0.732,0.671,289.512
118412,144010,24053,0.01,-0.992,0.231,7.927,0.732,0.671,289.516
118412,143972,9863,0.013,-0.982,0.232,6.951,1.585,0.122,289.522
